id,description,event_cause,priority,police_station,corridor
FKID000261,ಮರ ಬಿದ್ದಿ ರುತ್ತದೆ sir,tree_fall,Low,Jayanagara,Non-corridor
FKID000262,[LOCATION] towards nagavar,vehicle_breakdown,High,Hennuru,ORR North 1
FKID000263,Starting problem sir,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID000264,Immadihalli junction,road_conditions,Low,Whitefield,Non-corridor
FKID000265,Gunjur Govt school Road work traffic slow movement sir,others,Low,Whitefield,Non-corridor
FKID000266,Traffic normal,vehicle_breakdown,High,Cubbon Park,Mysore Road
FKID000268,Call me [PHONE]. Bellandur flyover towards [LOCATION].,vehicle_breakdown,High,Bellandur,ORR East 1
FKID000269,from cauvery to mekhri circle,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID000270,Not taking your are power,vehicle_breakdown,High,Vijayanagara,West of Chord Road
FKID000271,Starting problem traffic no issues sir,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID000272,1 LGV vehicle break Down near wells fargo front [PERSON],vehicle_breakdown,High,HAL Old Airport,ORR East 1
FKID000273,Hgv vehicle gearbox problem sir,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID000274,Slow traffic movement from 29th main road towards 16th main of [PERSON].,vehicle_breakdown,Low,Mico Layout,Non-corridor
FKID000275,2 vehicles off-road due to Clutch problem. Another Vehicle [VEHICLE],vehicle_breakdown,Low,R.T. Nagar,Non-corridor
FKID000277,Accident between car cab and 2 wheeler in front of [PERSON] towards city.. Vehicle movement is normal moving sir,accident,High,Yelahanka,Bellary Road 2
FKID000278,BWSSB AND KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,congestion,High,Kodigehalli,ORR North 2
FKID000279,Engine not provide to air,vehicle_breakdown,High,Magadi Road,West of Chord Road
FKID000281,Vehicle break down,vehicle_breakdown,High,High ground,Bellary Road 1
FKID000282,ph no:[PHONE]  my number.,vehicle_breakdown,High,High ground,Bellary Road 1
FKID000284,goods vehicle break down traffic slow movements,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID000285,Potholes causing accidents,pot_holes,High,Byatarayanapura,
FKID000286,ಬಿಬಿಎಂಪಿಯವರು ಕಾಮಗಾರಿಯನ್ನು ಮಾಡಿರುವುದರಿಂದ ಸಂಚಾರಕೆ [LOCATION] ಸರ್,construction,High,Bellandur,ORR East 1
FKID000287,Ofload vehicle,others,Low,Ashok Nagar,Non-corridor
FKID000288,"ಸರ್ ನಮಸ್ತೆ ಸರ್, ನ್ಯಾಷನಲ್ ರೋಡ್ ಕ್ಲೋಸ್ ಮಾಡಿ ನಂಬರ್ ವರ್ಕ್ ಕೆಲಸ ಮಾಡುತ್ತಿರುತ್ತಾರೆ ಆದದರಿಂದ ಸಂಚಾರ ತುಂಬಾ ದಟ್ಟಣೆಯಾಗಿರುತ್ತದೆ ಸರ್",construction,Low,No Police Station,Non-corridor
FKID000289,ಸರ್ ನಮಸ್ತೆ ಸರ್  ಲಾರಿ ಅಪ್ ಲೋಡ್ ಆಗಿದೆ ಸರ್ ನೆಲಮಂಗಲ ಲೈಫ್ ರಸ್ತೆ ಟ್ರಾಫಿಕ್ ನಾರ್ಮಲ್ ಮೊಮೆಂಟ್ ಇದೆ ಸರ್,others,Low,No Police Station,Non-corridor
FKID000290,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID000291,Chain accident,accident,High,R.T. Nagar,Bellary Road 1
FKID000292,ಸರ್ ನಮಸ್ತೆ ಸರ್. ಲಾರಿ ಆಫ್ ರೋಡ ಆಗಿದೆ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿದೆ ಸರ್ ಟ್ರಾಫಿಕ್ ಮೂವ್ಮೆಂಟ್ ನಾರ್ಮಲ್ ಇದೆ.,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID000293,damber working on progressive sir,others,Low,No Police Station,Non-corridor
FKID000294,Fire accident,others,Low,Sheshadripuram,Non-corridor
FKID000295,damber working on progressive sir,others,Low,No Police Station,Non-corridor
FKID000296,BMTC Bus breakdown Vehicle [PERSON] not moving Bus,vehicle_breakdown,Low,Electronic City,Non-corridor
FKID000298,damber working on progressive sir,others,Low,No Police Station,Non-corridor
FKID000299,Good morning sir out going side near [PERSON] temple vehicle break down Sir traffic normal ide sir,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000300,Hgv off road due to starring problem,vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID000301,Self and small accindent tata ace [PERSON] breaked near [LOCATION] to towards city traffic slow moving sir 🙏,accident,High,Jeevanbheemanagar,Old Airport Road
FKID000302,Tata Indica car puncture dasarahalli signal on flyover towards outgoing in laybay traffic no problem sir,others,High,Chikkabanavara,Tumkur Road
FKID000303,"Vehicle breakdown due to steering problem , slow movements from sd road to [PERSON] bridge.",vehicle_breakdown,High,HAL Old Airport,Old Airport Road
FKID000304,"Vehicle offroad due to air jam, traffic no problem",others,High,Byatarayanapura,Mysore Road
FKID000305,Vehicle breakdown,vehicle_breakdown,High,Sadashivanagar,Bellary Road 1
FKID000306,near [PERSON] turn towards city eicher vehicle offroad due to starting problem,vehicle_breakdown,Low,Chikkabanavara,Non-corridor
FKID000307,Jakkuru aero dram to wards jakkuru single lgv tempo starting problem sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID000308,Gm sir gubbalal main road near [LOCATION] sir [PERSON] sir..,pot_holes,Low,Thalagattapura,
FKID000309,Battery issue,others,High,Jnanabharathi,Mysore Road
FKID000310,Battery dead starting problem,vehicle_breakdown,High,Bellandur,ORR East 1
FKID000311,vehicle breakdown due to diesel empty towards [LOCATION] main track biec flyover upper Ramp traffic normal moving sir,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID000312,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,construction,High,HAL Old Airport,ORR East 2
FKID000313,ಭಟ್ಟರಹಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ಹೋಗುವ ಕಡೆ ವೆಹಿಕಲ್ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿ ನಿಂತಿದೆ ಸಾರ್,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000314,Puncher,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000315,[PERSON] at kaikondralli,others,Low,Bellandur,Non-corridor
FKID000317,Local fair going on.. [PERSON] at kaikondralli,others,Low,Bellandur,Non-corridor
FKID000318,ಆರ್ ಪಿ ರೋಡ್ ಹತ್ರ. ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿದೆ ಸರ್... ಸಂಚಾರಕ್ಕೆ ಯಾವುದು [PERSON] ಇಲ್ಲ ಸೈಡಲ್ಲಿ ಇದೆ ಸರ್.,vehicle_breakdown,High,Sheshadripuram,Bellary Road 1
FKID000320,"Water is not moving in the nearby wells, so BBMP will have to come and clear it.",water_logging,Low,Halasur,Non-corridor
FKID000322,ಆರ್ ಪಿ ರೋಡತ್ತಿರ.. ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಸರ್.. ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತರ [PERSON] ಇರುವುದಿಲ್ಲ.,vehicle_breakdown,High,High ground,Bellary Road 1
FKID000323,BMTC Bus off road [LOCATION] stop towards bhadrapp layout sir,vehicle_breakdown,High,Kodigehalli,ORR North 2
FKID000324,ಆರ್ ಪಿ ರೋಡ ಹತ್ತಿರ. ಬತ್ತಿನ  ಬ್ರೇಕ್ ಡೌನ್. ಆಗಿರುತ್ತದೆ ಸರ್. ಸಂಚಾರಕಿ ಯಾವುದೇ ತರಹದ [PERSON]. ಸೈಡಲ್ಲಿದೆ ಸರ್.,vehicle_breakdown,High,Sheshadripuram,Bellary Road 1
FKID000325,"Good afternoon sir 
ಸೀಬರ್ಡ್ ಬಸ್ ಬ್ರೇಕ್ ಜಾಮ್ ಆಗಿ ಅಣ್ಣಮ್ಮ ದೇವಸ್ಥಾನದ ಮುಂದೆ ನಿಂತಿದ್ದು , ಮೆಕ್ಯಾನಿಕ್ ಬರುತ್ತಿದ್ದಾರಂತೆ ಸರ್  20 ನಿಮಿಷ ರೆಡಿ ಮಾಡಿಕೊಂಡು ಹೋಗುತ್ತಾರಂತೆ ಪ್ಲೀಸ್ ನೋಟ್ ಸರ್...",others,Low,Upparpet,Non-corridor
FKID000327,Gear joint problem,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID000329,ring road babusaabpalya towards Horamavu,vehicle_breakdown,High,Hennuru,ORR North 1
FKID000332,BWSSB work is prossing sir,others,High,K.G. Halli,ORR North 1
FKID000333,[PERSON],vehicle_breakdown,High,Kodigehalli,Bellary Road 2
FKID000334,[PERSON] circle shri rama navami prasada panaka distribution traffic slow moving both side varthur to gunjur nd gunjur to varthur [PERSON],congestion,Low,Whitefield,Non-corridor
FKID000335,vehicle puncher  old highground junction to LRDE vasanthanagra junction,vehicle_breakdown,High,High ground,Bellary Road 1
FKID000336,Lgv vehical offroad on ec Fly over towards [LOCATION] near [LOCATION] sir,vehicle_breakdown,High,Electronic City,Hosur Road
FKID000337,[PERSON] working in progress traffic normal,construction,High,HAL Old Airport,ORR East 2
FKID000339,panaturu bridge towards kadubisanahalli sir,vehicle_breakdown,Low,HAL Old Airport,Non-corridor
FKID000340,Peenya tr ps chokkasandra signal [LOCATION] off road due to clutch problem,vehicle_breakdown,High,Chikkabanavara,Tumkur Road
FKID000341,selam bridge towards karthiknagar hgv joint cut [PERSON] present sitution trafic normal movment sir,vehicle_breakdown,High,HAL Old Airport,ORR East 2
FKID000343,Vehicle breakdown,vehicle_breakdown,Low,Sheshadripuram,Non-corridor
FKID000344,"ದರ್ಗಾ ಬಸ್ ಸ್ಟಾಪ್ ಹತ್ತಿರ ಎಂ ಪಿ ಎಸ್ ಹೋಗುವ ಕಡೆಗೆ [PERSON] ಜ್ಯಾಮ್ ಆಗಿ ಅಪ್ಲೋಡ್ ಆಗಿರುತ್ತೆ, ಸರ್",vehicle_breakdown,High,Madiwala,Hosur Road
FKID000345,Local Festival fair until 11:00pm,others,Low,Bellandur,Non-corridor
FKID000346,Drainage water leakage air,water_logging,Low,Whitefield,Non-corridor
FKID000347,Kogilu onflyover to wards city cab tyer bust sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID000348,[PERSON] main road tree faal traffic normal,tree_fall,Low,Kodigehalli,Non-corridor
FKID000349,vehicle breakdown due to clutch and break problem informed to mechanic,vehicle_breakdown,High,Banashankari,ORR West 1
FKID000350,Air lock agi vehicle off road agide towards [LOCATION] out going side sir,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID000351,BBMP and KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,congestion,High,Kodigehalli,ORR North 2
FKID000352,Vehicle tyer [PERSON],vehicle_breakdown,High,Banaswadi,ORR North 1
FKID000355,road closue,construction,Low,Cubbon Park,Non-corridor
FKID000356,ring road babusaabpalya towards Horamavu,vehicle_breakdown,High,Hennuru,ORR North 1
FKID000357,Accident between lgv and car.. Only vehicle damage sir,accident,High,Yelahanka,Bellary Road 2
FKID000358,Starting problem,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID000359,Townhall to townhall  NR road,vehicle_breakdown,High,Halasuru Gate,Mysore Road
FKID000360,tree fall down at jogupalya main road sir,tree_fall,High,Halasur,Old Madras Road
FKID000361,may day procession  and citu procession sir,procession,Low,K.R. Pura,Non-corridor
FKID000362,indian oil  diesel vehicle breakdown near [LOCATION] railway underpass sir,vehicle_breakdown,High,Kodigehalli,ORR North 2
FKID000363,Hgv vehicle off raot at bagaluru cross onflyove towards [PERSON] to taire puncher sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID000364,due to starting problem sir,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID000366,Vehicle starting problem sir,vehicle_breakdown,High,Banaswadi,ORR North 1
FKID000367,working by bwsbb,others,High,Hennuru,ORR North 1
FKID000368,Bus off road,others,Low,Rajajinagar,Non-corridor
FKID000370,Starting problem,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000371,Hgv vehicle off at bagaluru cross onflyove towards city.due to taire jaam sir,vehicle_breakdown,High,Yelahanka,Bellary Road 2
FKID000372,Private bus off-road at near [LOCATION] sir,others,High,Jnanabharathi,Mysore Road
FKID000373,Bus offroad in [LOCATION] garden towards 5th main sir..,vehicle_breakdown,High,Vijayanagara,West of Chord Road
FKID000374,break down,vehicle_breakdown,High,Rajajinagar,West of Chord Road
FKID000375,Work in progress by NHAI sir,construction,High,Hebbala,Bellary Road 1
FKID000376,ನಮಸ್ತೆ ಸರ್ 33 rd ಮೇನ್ 2 nd ಫೇಸ್ ಜೆಪಿ ನಗರ ಕಡೆ ಇಂದ ಪುಟ್ಟೇನಹಳ್ಳಿ [LOCATION] ಪಾಸ್ ಲಿ ಮಳೆ ನೀರು ಬಂದು ಅಪಘಾತವಾಗುವ ರೀತಿಯಲ್ಲಿ ವಾಟರ್ logging ಆಗಿರುವುದನ್ನು ಬೇಗ ದುರಸ್ತಿ ಮಾಡಬೇಕಾಗಿ ವಿನಂತಿ ಸರ್,water_logging,High,J.P. Nagar,ORR West 1
FKID000377,Bus Off road @Haines junction sir,vehicle_breakdown,Low,Pulikeshinagar(F.Town),Non-corridor
FKID000378,ಸೌಂಡು ಮಗು ಡೆತ್ ಆಗಿರೋದ್ರಿಂದ ಪಬ್ಲಿಕ್ ರೋಡ್ ಬ್ಲಾಕ್ [PERSON] ಮಾಡ್ತಾ ಇದ್ದಾರೆ ಸರ್,protest,Low,Hennuru,Non-corridor
FKID000379,Tyer blast,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000380,Slow moving traffic towards Belathur,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID000381,"ಟೈರ್ ಪಂಚರ್ ಆಗಿ ನಿಂತಿರುತ್ತದೆ,  ರಸ್ತೆಯ ಒಂದು ಬದಿ ಸಂಚಾರ ಇರುತ್ತದೆ,",vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID000383,due to break liver cut [LOCATION] bus off road traffic slow movement towards sumanahalli,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID000384,[PERSON] broken,vehicle_breakdown,High,Kodigehalli,Bellary Road 1
FKID000386,Bus breakdown near sunkkadhakatte busstop,vehicle_breakdown,High,Kamakshipalya,Magadi Road
FKID000387,ಟೆಕ್ನಿಕಲ್ ಡಿಫಾಲ್ಟ್ sir,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000388,18th cross,tree_fall,Low,Malleshwaram,Non-corridor
FKID000389,Accident,accident,High,Mahadevapura,ORR East 2
FKID000391,shahi garments towards bpl,others,High,J.P. Nagar,Bannerghata Road
FKID000393,[PERSON] garment towards bpl,others,High,Hulimavu,Bannerghata Road
FKID000394,[LOCATION] road,road_conditions,Low,K.R. Pura,Non-corridor
FKID000395,One side moving sir near Cmti signel [LOCATION],vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID000396,Crane pump damage,vehicle_breakdown,High,Sadashivanagar,Tumkur Road
FKID000397,Kogilu towards sante circle electrical pool damge sir traffic slow moment sir,others,High,Yelahanka,Bellary Road 2
FKID000398,Ksrtc bus off road due to fan belt cut traffic no issues main track towerds incoming city traffic one side movement sir,vehicle_breakdown,High,Peenya,Tumkur Road
FKID000399,slow moving traffic towards Belathur junction,vehicle_breakdown,Low,Mahadevapura,Non-corridor
FKID000400,Traffic one side moment sir,vehicle_breakdown,High,Jalahalli,ORR North 2
FKID000401,Wheel broken,vehicle_breakdown,High,Hebbala,Bellary Road 1
FKID000402,Break down,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID000403,Water tanker. [PERSON] towards kodathi traffic slow movement sir,vehicle_breakdown,Low,No Police Station,Non-corridor
FKID000404,Between Tractor and Tata ace accident,accident,Low,Yelahanka,Non-corridor
FKID000406,Tair fanchar,vehicle_breakdown,High,Hennuru,ORR North 1
FKID000407,Vehicle is breakdown due to diesel pipe cut.,vehicle_breakdown,Low,Jnanabharathi,Non-corridor
FKID000408,"Bmtc bus offeoad due to breakdown, traffic slow moment",vehicle_breakdown,High,Byatarayanapura,ORR West 1
FKID000410,10 to siddapur junction bbmp vehicle breakdown  traffic freely moving,vehicle_breakdown,Low,Wilson Garden,Non-corridor
FKID000411,off road at [LOCATION] bus stop near towards ksrtc incoming,vehicle_breakdown,High,Byatarayanapura,Mysore Road
FKID000412,BWSSB & Cable work is going near [LOCATION] service road towards [LOCATION]. service road is closed towards [LOCATION] from [LOCATION],construction,High,Hennuru,ORR North 1
FKID000413,"mutyalamma towards Gg palya, one side movement",vehicle_breakdown,High,Yeshwanthpura,Tumkur Road
FKID000414,Starting prablem sir,vehicle_breakdown,High,Banashankari,ORR West 1
FKID000415,traffic problem sir,pot_holes,Low,Jnanabharathi,
FKID000416,CQAL cross towards JC nagar PS auto break down traffic normal movement sir near CQAL junction sir,vehicle_breakdown,Low,R.T. Nagar,Non-corridor
FKID000417,"Starting problem, Isro junction towards [PERSON]",vehicle_breakdown,High,Jeevanbheemanagar,Old Airport Road
FKID000418,ನಮಸ್ತೆ ಸರ್ ವಡ್ಡರಪಾಳ್ಯ ಜಂಕ್ಷನ್ ಟುವರ್ಡ್ ಗೆದ್ದಲಹಳ್ಳಿ ಮಿನಿ ಬಸ್ ಆಫ್ ರೋಡ್ ಆಗಿರುತ್ತದೆ ಸ್ಟಾರ್ಟಿಂಗ್ ಪ್ರಾಬ್ಲಮ್ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸೈಡಲ್ಲಿ ಹಾಕಿಸಿದ್ದೇವೆ ಟ್ರಾಫಿಕ್ ಸಮಸ್ಯೆ ಇರುವುದಿಲ್ಲ,vehicle_breakdown,High,Hennuru,Airport New South Road
FKID000419,bommanahali circle bmtc bus breakdown  trafic no problem sir,vehicle_breakdown,High,HSR Layout,Hosur Road
FKID000420,LGV vehicle off road Due to Tyre blast Near Old Ps junction,vehicle_breakdown,High,Ashok Nagar,Mysore Road
FKID000421,south end towards khaji tree fall road close sir,tree_fall,Low,Basavanagudi,Non-corridor
FKID000423,[PERSON] junction towards [PERSON],tree_fall,Low,J.P. Nagar,Non-corridor
FKID000424,traffic problem,pot_holes,High,Rajajinagar,West of Chord Road
FKID000426,white tapping work at Geddalahalli towards bagalur and airport back sir,construction,Low,Hennuru,Non-corridor
FKID000427,market down [LOCATION],water_logging,High,Halasuru Gate,Mysore Road
FKID000428,vehicle slow movement sir,water_logging,Low,High ground,Non-corridor
FKID000430,Due to puncture A good auto off-road near [LOCATION] junction traffic flowing normal,others,High,Magadi Road,Magadi Road
FKID000431,Bmtc bus offloaded at [LOCATION] traffic moving slow sir towords [PERSON] sir,vehicle_breakdown,Low,Banashankari,Non-corridor
FKID000432,road close sir,tree_fall,Low,J.P. Nagar,Non-corridor
FKID000433,[PERSON] and Palakki Uthsava at Dodakkanahalli,public_event,Low,Bellandur,Non-corridor
FKID000435,Bmtc bus offloaded at [LOCATION] signal [LOCATION] canteen traffic moving slow sir,vehicle_breakdown,Low,K.S. Layout,Non-corridor
FKID000436,vehicle off road near [LOCATION] 80 feet road,vehicle_breakdown,Low,Byatarayanapura,Non-corridor
FKID000437,"Sri.Tirumalaswmay
Brahma Rathotsava &
Night [PERSON]",public_event,Low,Bellandur,Non-corridor
FKID000438,[PERSON] ಹೊಸಕೋಟೆ  ಕಡೆ ಹೋಗುವ ಅವಲಳ್ಳಿ ಬ್ರಿಜ್ ಮೇಲೆ ಲಾರಿ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ.,vehicle_breakdown,Low,K.R. Pura,Non-corridor
FKID000439,IPL opening Ceremony 2026- RCB vs SRH at [LOCATION].,public_event,High,Cubbon Park,CBD 2
FKID000440,slow movements,water_logging,High,J.P. Nagar,ORR West 1
FKID000441,good evening sir 15th cross 24th main junction j p nagar 2 service road vehicle moment slow sir bcz of water logging sir,water_logging,High,J.P. Nagar,ORR West 1
FKID000443,water logging at [LOCATION] vehicles slow movement sir,water_logging,High,Mico Layout,Bannerghata Road
FKID000444,ನಮಸ್ತೆ ಸರ್ ಯಾರಬನಗರ ದಿಂದ ಬನಶಂಕರಿ ಬಸ್ಸ್ಟ್ಯಾಂಡ್ ಕಡೆಗೆ bwssb ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿದ್ದೂ ರಸ್ತೆ ಕಿರಿದಾಗಿರುವುದರಿಂದ ಎರಡೂ ಬದಿ ವಾಹನ [LOCATION] ನಿದಾನಗತಿಯಲ್ಲಿದೆ,others,Low,Banashankari,Non-corridor
